date,puzzle_id,solution,first,guesses,num_guesses,won,hard_mode,status
2025-08-01,2084,banjo,adieu,adieu|salty|baron|banjo,4,True,False,WIN
2025-08-02,2206,daunt,adieu,adieu|guard|daunt,3,True,False,WIN
2025-08-03,1627,lumpy,adieu,adieu|surly|bulky|lumpy,4,True,False,WIN
2025-08-04,1319,rigid,adieu,adieu|dingy|rigid,3,True,False,WIN
2025-08-05,925,stork,adieu,adieu|showy|stock|stork,4,True,False,WIN
2025-08-06,583,groan,adieu,adieu|soapy|bacon|organ|groan,5,True,False,WIN
2025-08-07,1145,coral,adieu,adieu|soapy|coral,3,True,False,WIN
2025-08-08,1878,imbue,adieu,adieu|untie|issue|imbue,4,True,False,WIN
2025-08-09,2089,nasal,adieu,adieu|soapy|marsh|nasal,4,True,False,WIN
2025-08-10,596,minty,adieu,adieu|silky|minty,3,True,False,WIN
2025-08-11,1096,south,adieu,adieu|surly|spunk|south,4,True,False,WIN
2025-08-12,1429,nomad,adieu,adieu|sandy|grand|nomad,4,True,False,WIN
2025-08-13,2378,kefir,adieu,adieu|resin|eerie|kefir,4,True,False,WIN
2025-08-14,2346,knell,adieu,adieu|shore|lefty|knell,4,True,False,WIN
2025-08-15,986,level,adieu,adieu|sober|hymen|level,4,True,False,WIN
2025-08-16,2348,matte,adieu,adieu|react|baste|matte,4,True,False,WIN
2025-08-17,1640,lousy,adieu,adieu|surly|lousy,3,True,False,WIN
2025-08-18,1406,issue,adieu,adieu|untie|imbue|issue,4,True,False,WIN
2025-08-19,1323,rowdy,adieu,adieu|moldy|howdy|rowdy,4,True,False,WIN
2025-08-20,783,llama,adieu,adieu|soapy|crank|llama,4,True,False,WIN
2025-08-21,1488,extol,adieu,adieu|shore|below|extol,4,True,False,WIN
2025-08-22,2185,ratty,adieu,adieu|salty|party|ratty,4,True,False,WIN
2025-08-23,2122,union,adieu,adieu|quilt|unify|union,4,True,False,WIN
2025-08-24,980,spore,adieu,adieu|shore|score|spore,4,True,False,WIN
2025-08-25,2051,mirth,adieu,adieu|silky|pinch|birth|mirth,5,True,False,WIN
2025-08-26,1622,annex,adieu,adieu|anger|annex,3,True,False,WIN
2025-08-27,1842,tower,adieu,adieu|shore|power|lower|tower,5,True,False,WIN
2025-08-28,1838,split,adieu,adieu|silky|split,3,True,False,WIN
2025-08-29,2035,graft,adieu,adieu|soapy|crank|brawl|graft,5,True,False,WIN
2025-08-30,1540,elate,adieu,adieu|react|slate|plate|elate,5,True,False,WIN
2025-08-31,1820,petal,adieu,adieu|react|tease|petal,4,True,False,WIN
2025-09-01,1260,least,adieu,adieu|react|least,3,True,False,WIN
2025-09-02,661,might,adieu,adieu|silky|pinch|fight|might,5,True,False,WIN
2025-09-03,1262,fetch,adieu,adieu|shore|bench|fetch,4,True,False,WIN
2025-09-04,1583,blend,adieu,adieu|decoy|spend|blend,4,True,False,WIN
2025-09-05,1861,drift,adieu,adieu|drink|drift,3,True,False,WIN
2025-09-06,1790,bulge,adieu,adieu|rogue|guest|lunge|bulge,5,True,False,WIN
2025-09-07,1803,tenor,adieu,adieu|shore|tenor,3,True,False,WIN
2025-09-08,2188,chirp,adieu,adieu|shiny|whirl|chirp,4,True,False,WIN
2025-09-09,1046,trick,adieu,adieu|shiny|trick,3,True,False,WIN
2025-09-10,1821,pouty,adieu,adieu|surly|pouty,3,True,False,WIN
2025-09-11,1372,chair,adieu,adieu|satin|grail|chair,4,True,False,WIN
2025-09-12,1822,throb,adieu,adieu|story|throw|throb,4,True,False,WIN
2025-09-13,1254,nadir,adieu,adieu|valid|radio|nadir,4,True,False,WIN
2025-09-14,1537,noisy,adieu,adieu|shiny|noisy,3,True,False,WIN
2025-09-15,1236,along,adieu,adieu|acorn|agony|along,4,True,False,WIN
2025-09-16,577,lefty,adieu,adieu|shore|lefty,3,True,False,WIN
2025-09-17,1598,teeth,adieu,adieu|shore|bench|teeth,4,True,False,WIN
2025-09-18,1030,knife,adieu,adieu|shine|knife,3,True,False,WIN
2025-09-19,848,later,adieu,adieu|cater|hater|later,4,True,False,WIN
2025-09-20,1424,defer,adieu,adieu|rowed|defer,3,True,False,WIN
2025-09-21,1911,coven,adieu,adieu|sober|hotel|money|woven|coven,6,True,False,WIN
2025-09-22,1006,quill,adieu,adieu|quilt|quill,3,True,False,WIN
2025-09-23,2232,mouth,adieu,adieu|surly|count|tough|mouth,5,True,False,WIN
2025-09-24,1183,blunt,adieu,adieu|surly|blunt,3,True,False,WIN
2025-09-25,2069,drape,adieu,adieu|decay|drape,3,True,False,WIN
2025-09-26,809,dally,adieu,adieu|sandy|badly|dally,4,True,False,WIN
2025-09-27,779,fritz,adieu,adieu|shiny|brick|frill|fritz,5,True,False,WIN
2025-09-28,2090,gooey,adieu,adieu|sober|covet|women|golem|gooey,6,True,False,WIN
2025-09-29,863,civil,adieu,adieu|silky|light|civil,4,True,False,WIN
2025-09-30,2049,geese,adieu,adieu|shore|geese,3,True,False,WIN
2025-10-01,630,spoil,adieu,adieu|pinky|split|spoil,4,True,False,WIN
2025-10-02,1840,width,adieu,adieu|dingy|width,3,True,False,WIN
2025-10-03,1998,spasm,adieu,adieu|soapy|spark|spawn|spasm,5,True,False,WIN
2025-10-04,1037,relay,adieu,adieu|react|relay,3,True,False,WIN
2025-10-05,1033,plane,adieu,adieu|react|shape|plane,4,True,False,WIN
2025-10-06,1026,amuse,adieu,adieu|amuse,2,True,False,WIN
2025-10-07,1924,nylon,adieu,adieu|story|pylon|nylon,4,True,False,WIN
2025-10-08,1292,annoy,adieu,adieu|acorn|annoy,3,True,False,WIN
2025-10-09,909,hardy,adieu,adieu|sandy|bawdy|tardy|hardy,5,True,False,WIN
2025-10-10,2123,lever,adieu,adieu|sober|hyper|never|lever,5,True,False,WIN
2025-10-11,609,stack,adieu,adieu|soapy|shark|stack,4,True,False,WIN
2025-10-12,1973,wound,adieu,adieu|dusty|pound|bound|wound,5,True,False,WIN
2025-10-13,1226,beard,adieu,adieu|decay|beard,3,True,False,WIN
2025-10-14,1905,forum,adieu,adieu|surly|forum,3,True,False,WIN
2025-10-15,1581,spoof,adieu,adieu|story|shock|spoof,4,True,False,WIN
2025-10-16,2274,catty,adieu,adieu|soapy|lanky|carry|cabby|catty,6,True,False,WIN
2025-10-17,1944,gross,adieu,adieu|story|gross,3,True,False,WIN
2025-10-18,939,haven,adieu,adieu|later|haven,3,True,False,WIN
2025-10-19,899,ideal,adieu,adieu|ideal,2,True,False,WIN
2025-10-20,1862,limbo,adieu,adieu|silky|light|limbo,4,True,False,WIN
2025-10-21,1373,detox,adieu,adieu|decoy|demon|depot|detox,5,True,False,WIN
2025-10-22,1192,stunt,adieu,adieu|surly|shout|stunt,4,True,False,WIN
2025-10-23,1800,drill,adieu,adieu|drink|drill,3,True,False,WIN
2025-10-24,1009,tuber,adieu,adieu|super|outer|tuner|tuber,5,True,False,WIN
2025-10-25,2138,gauge,adieu,adieu|suave|gauze|gauge,4,True,False,WIN
2025-10-26,1925,plump,adieu,adieu|surly|blunt|pluck|plump,5,True,False,WIN
2025-10-27,795,fetid,adieu,adieu|denim|tepid|fetid,4,True,False,WIN
2025-10-28,1418,holly,adieu,adieu|snowy|hotly|holly,4,True,False,WIN
2025-10-29,1231,glare,adieu,adieu|react|brave|share|flare|glare,6,True,False,WIN
2025-10-30,2009,lathe,adieu,adieu|react|false|halve|lathe,5,True,False,WIN
2025-10-31,2045,abhor,adieu,adieu|soapy|actor|armor|arbor|abhor,6,True,False,WIN
2025-11-01,1864,motel,adieu,adieu|sober|honey|towel|motel,5,True,False,WIN
2025-11-02,747,rabid,adieu,adieu|valid|rapid|rabid,4,True,False,WIN
2025-11-03,684,awoke,adieu,adieu|alone|above|awoke,4,True,False,WIN
2025-11-04,1120,venue,adieu,adieu|rogue|queue|venue,4,True,False,WIN
2025-11-05,1208,short,adieu,adieu|story|short,3,True,False,WIN
2025-11-06,2061,guise,adieu,adieu|juice|suite|guise,4,True,False,WIN
2025-11-07,2237,peril,adieu,adieu|resin|merit|peril,4,True,False,WIN
2025-11-08,535,arise,adieu,adieu|arise,2,True,False,WIN
2025-11-09,1457,fugue,adieu,adieu|rogue|fugue,3,True,False,WIN
2025-11-10,1631,tabby,adieu,adieu|soapy|tangy|tacky|tally|tabby,6,True,False,WIN
2025-11-11,2343,gizmo,adieu,adieu|pinky|girth|gizmo,4,True,False,WIN
2025-11-12,2030,deuce,adieu,adieu|budge|crude|deuce,4,True,False,WIN
2025-11-13,2330,tinge,adieu,adieu|resin|inept|tinge,4,True,False,WIN
2025-11-14,1066,lurid,adieu,adieu|lurid,2,True,False,WIN
2025-11-15,725,clung,adieu,adieu|surly|flunk|blunt|clung,5,True,False,WIN
2025-11-16,1514,wield,adieu,adieu|denim|field|yield|wield,5,True,False,WIN
2025-11-17,1792,clamp,adieu,adieu|soapy|prank|champ|clamp,5,True,False,WIN
2025-11-18,1693,opine,adieu,adieu|shine|twine|opine,4,True,False,WIN
2025-11-19,1709,maker,adieu,adieu|cater|pager|baker|maker,5,True,False,WIN
2025-11-20,522,grave,adieu,adieu|react|grave,3,True,False,WIN
2025-11-21,739,vowel,adieu,adieu|sober|honey|towel|vowel,5,True,False,WIN
2025-11-22,1585,thick,adieu,adieu|shiny|whirl|thick,4,True,False,WIN
2025-11-23,1187,bunny,adieu,adieu|south|curly|funky|bunny,5,True,False,WIN
2025-11-24,943,dough,adieu,adieu|dusty|dough,3,True,False,WIN
2025-11-25,2096,plead,adieu,adieu|decay|bread|knead|plead,5,True,False,WIN
2025-11-26,787,hovel,adieu,adieu|sober|honey|hotel|hovel,5,True,False,WIN
2025-11-27,1257,remit,adieu,adieu|resin|remix|remit,4,True,False,WIN
2025-11-28,2390,colic,adieu,adieu|silky|colin|colic,4,True,False,WIN
2025-11-29,1258,gruff,adieu,adieu|surly|grunt|gruff,4,True,False,WIN
2025-11-30,2323,muggy,adieu,adieu|surly|funky|bumpy|muggy,5,True,False,WIN
2025-12-01,2231,leach,adieu,adieu|react|peach|beach|leach,5,True,False,WIN
2025-12-02,1617,cacti,adieu,adieu|satin|cacti,3,True,False,WIN
2025-12-03,1597,haste,adieu,adieu|react|paste|baste|haste,5,True,False,WIN
2025-12-04,916,tulip,adieu,adieu|tunic|tulip,3,True,False,WIN
2025-12-05,1018,among,adieu,adieu|argon|along|among,4,True,False,WIN
2025-12-06,1276,waist,adieu,adieu|saint|waist,3,True,False,WIN
2025-12-07,1430,flute,adieu,adieu|rogue|flute,3,True,False,WIN
2025-12-08,1306,gravy,adieu,adieu|stray|gravy,3,True,False,WIN
2025-12-09,1036,snide,adieu,adieu|slide|snide,3,True,False,WIN
2025-12-10,1497,erase,adieu,adieu|react|brave|frame|grape|erase,6,True,False,WIN
2025-12-11,1683,guess,adieu,adieu|rogue|guest|guess,4,True,False,WIN
2025-12-12,2074,truck,adieu,adieu|surly|crumb|trunk|truck,5,True,False,WIN
2025-12-13,2050,miser,adieu,adieu|liver|timer|miner|mixer|miser,6,True,False,WIN
2025-12-14,1692,swing,adieu,adieu|shiny|sting|sling|swing,5,True,False,WIN
2025-12-15,1830,dodgy,adieu,adieu|moldy|dowry|dodgy,4,True,False,WIN
2025-12-16,1345,segue,adieu,adieu|rogue|fugue|segue,4,True,False,WIN
2025-12-17,1420,grass,adieu,adieu|shaky|blast|grasp|grass,5,True,False,WIN
2025-12-18,1237,rugby,adieu,adieu|surly|rugby,3,True,False,WIN
2025-12-19,1839,myrrh,adieu,adieu|story|myrrh,3,True,False,WIN
2025-12-20,1974,white,adieu,adieu|shine|chime|while|white,5,True,False,WIN
2025-12-21,1388,quilt,adieu,adieu|quilt,2,True,False,WIN
2025-12-22,1213,conch,adieu,adieu|snowy|month|conch,4,True,False,WIN
2025-12-23,972,glint,adieu,adieu|shiny|brink|cling|glint,5,True,False,WIN
2025-12-24,1619,spool,adieu,adieu|snowy|stock|spool,4,True,False,WIN
2025-12-25,1526,prism,adieu,adieu|shiny|foist|brisk|crisp|prism,6,True,False,WIN
2025-12-26,1355,speed,adieu,adieu|bowed|shred|speed,4,True,False,WIN
2025-12-27,2137,batch,adieu,adieu|salty|baton|batch,4,True,False,WIN
2025-12-28,1672,abbot,adieu,adieu|acorn|aglow|abbot,4,True,False,WIN
2025-12-29,1989,fruit,adieu,adieu|tunic|fruit,3,True,False,WIN
2025-12-30,1489,decor,trace,trace|coder|decor,3,True,False,WIN
2025-12-31,647,siren,trace,trace|sober|shred|siren,4,True,False,WIN
2026-01-01,1566,fable,trace,trace|maple|fable,3,True,False,WIN
2026-01-02,1817,proof,trace,trace|broil|group|proxy|proof,5,True,False,WIN
2026-01-03,2388,sitar,trace,trace|stray|sitar,3,True,False,WIN
2026-01-04,1327,posse,trace,trace|noise|goose|posse,4,True,False,WIN
2026-01-05,1552,filly,trace,trace|sulky|moldy|hilly|filly,5,True,False,WIN
2026-01-06,2397,oomph,trace,trace|silky|bound|oomph,4,True,False,WIN
2026-01-07,2057,pecan,trace,trace|caged|ocean|pecan,4,True,False,WIN
2026-01-08,573,blast,trace,trace|slant|blast,3,True,False,WIN
2026-01-09,874,eight,trace,trace|feint|eight,3,True,False,WIN
2026-01-10,1587,manic,trace,trace|cabin|panic|manic,4,True,False,WIN
2026-01-11,1377,quark,trace,trace|shard|flair|unary|quark,5,True,False,WIN
2026-01-12,1411,trial,trace,trace|trial,2,True,False,WIN
2026-01-13,1696,gumbo,trace,trace|silky|bound|jumbo|gumbo,5,True,False,WIN
2026-01-14,1957,avoid,trace,trace|sandy|audio|avoid,4,True,False,WIN
2026-01-15,1699,chasm,trace,trace|chalk|chaos|chasm,4,True,False,WIN
2026-01-16,1269,racer,trace,trace|caper|racer,3,True,False,WIN
2026-01-17,1334,fiery,trace,trace|sober|reign|fiery,4,True,False,WIN
2026-01-18,987,sumac,trace,trace|cabin|vocal|sumac,4,True,False,WIN
2026-01-19,1380,waxen,trace,trace|panel|haven|waken|waxen,5,True,False,WIN
2026-01-20,2225,sully,trace,trace|silky|sully,3,True,False,WIN
2026-01-21,1642,cubic,trace,trace|comfy|cling|cupid|civic|cubic,6,True,False,WIN
2026-01-22,728,clink,trace,trace|comfy|clung|clink,4,True,False,WIN
2026-01-23,1843,baron,trace,trace|baron,2,True,False,WIN
2026-01-24,775,cliff,trace,trace|comfy|bluff|cliff,4,True,False,WIN
2026-01-25,914,strut,trace,trace|forty|strum|strut,4,True,False,WIN
2026-01-26,1016,freak,trace,trace|bread|freak,3,True,False,WIN
2026-01-27,1710,dusky,trace,trace|silky|husky|dusky,4,True,False,WIN
2026-01-28,1442,cruel,trace,trace|cruel,2,True,False,WIN
2026-01-29,2098,flaky,trace,trace|slang|plaid|llama|flaky,5,True,False,WIN
2026-01-30,1204,jumbo,trace,trace|silky|bound|jumbo,4,True,False,WIN
2026-01-31,2073,allot,trace,trace|salty|allot,3,True,False,WIN
2026-02-01,743,spiny,trace,trace|silky|shiny|spiny,4,True,False,WIN
2026-02-02,2398,cigar,trace,trace|cargo|cigar,3,True,False,WIN
2026-02-03,1763,weigh,trace,trace|honey|shelf|weigh,4,True,False,WIN
2026-02-04,1739,chide,trace,trace|chive|chile|chide,4,True,False,WIN
2026-02-05,1779,swoop,trace,trace|silky|sound|spoof|swoop,5,True,False,WIN
2026-02-06,944,gavel,trace,trace|panel|gavel,3,True,False,WIN
2026-02-07,1443,bleat,trace,trace|salty|metal|pleat|bleat,5,True,False,WIN
2026-02-08,3035,embed,trace,trace|honey|biped|embed,4,True,False,WIN
2026-02-09,1871,cello,trace,trace|cones|cello,3,True,False,WIN
2026-02-10,2152,scene,trace,trace|chime|scone|scene,4,True,False,WIN
2026-02-11,2119,vegan,trace,trace|panel|sedan|began|vegan,5,True,False,WIN
2026-02-12,1984,surge,trace,trace|horse|surge,3,True,False,WIN
2026-02-13,2396,mooch,trace,trace|pinch|vouch|mooch,4,True,False,WIN
2026-02-14,846,bloom,trace,trace|silky|blond|bloom,4,True,False,WIN
2026-02-15,1404,skull,trace,trace|lousy|slump|skulk|skull,5,True,False,WIN
2026-02-16,2155,roost,trace,trace|forty|motor|robot|rotor|roost,6,True,False,WIN
2026-02-17,4216,squad,trace,trace|sandy|squad,3,True,False,WIN
2026-02-18,1261,mogul,trace,trace|silky|blond|mogul,4,True,False,WIN
2026-02-19,981,hoist,trace,trace|sight|hoist,3,True,False,WIN
2026-02-20,619,stank,trace,trace|slant|stand|stank,4,True,False,WIN
2026-02-21,2531,awake,trace,trace|shave|blade|image|awake,5,True,False,WIN
2026-02-22,2184,guava,trace,trace|slang|guava,3,True,False,WIN
2026-02-23,2229,attic,trace,trace|yacht|antic|attic,4,True,False,WIN
2026-02-24,1069,buyer,trace,trace|sober|buyer,3,True,False,WIN
2026-02-25,2327,shred,trace,trace|sober|shred,3,True,False,WIN
2026-02-26,644,lance,trace,trace|dance|lance,3,True,False,WIN
2026-02-27,1711,dizzy,trace,trace|shiny|milky|jiffy|giddy|dizzy,6,True,False,WIN
2026-02-28,2359,hydra,trace,trace|baron|sugar|hydra,4,True,False,WIN
2026-03-01,1196,fluke,trace,trace|poise|budge|fluke,4,True,False,WIN
2026-03-02,971,slime,trace,trace|poise|shine|slime,4,True,False,WIN
2026-03-03,3493,linen,trace,trace|honey|wined|linen,4,True,False,WIN
2026-03-05,2017,sheep,trace,trace|honey|wheel|sheep,4,True,False,WIN
2026-03-06,4616,gunky,trace,trace|silky|funky|hunky|punky|gunky,6,True,False,WIN
2026-03-07,1733,vogue,trace,trace|noise|lodge|vogue,4,True,False,WIN
2026-03-08,720,lobby,trace,trace|pinky|moldy|lousy|lobby,5,True,False,WIN
2026-03-09,2293,hasty,trace,trace|salty|nasty|hasty,4,True,False,WIN
2026-03-11,2224,teddy,trace,trace|timed|teddy,3,True,False,WIN
2026-03-12,1072,smell,trace,trace|boney|shelf|spell|smell,5,True,False,WIN
2026-03-13,784,eaten,trace,trace|sweat|bated|eaten,4,True,False,WIN
2026-03-14,1748,ankle,trace,trace|maple|agile|angle|ankle,5,True,False,WIN
2026-03-15,3257,grade,trace,trace|grade,2,True,False,WIN
2026-03-16,1806,drama,trace,trace|brain|grasp|drawl|drama,5,True,False,WIN
2026-03-17,900,clasp,trace,trace|chalk|clamp|clasp,4,True,False,WIN
2026-03-18,770,amply,trace,trace|sandy|alloy|apply|amply,5,True,False,WIN
2026-03-19,788,rehab,trace,trace|wager|relay|rehab,4,True,False,WIN
2026-03-20,2377,oasis,trace,trace|sandy|basil|oasis,4,True,False,WIN
2026-03-21,597,slick,trace,trace|pinch|slick,3,True,False,WIN
2026-03-22,1811,basil,trace,trace|sandy|basil,3,True,False,WIN
2026-03-23,2068,serif,trace,trace|sober|serif,3,True,False,WIN
2026-03-24,1008,brood,trace,trace|broil|brown|brook|brood,5,True,False,WIN
2026-03-25,2203,wiser,trace,trace|sober|wiser,3,True,False,WIN
2026-03-26,2570,befit,trace,trace|heist|legit|debit|befit,5,True,False,WIN
2026-03-27,3406,ivory,trace,trace|porky|glory|ivory,4,True,False,WIN
2026-03-28,1197,afoot,trace,trace|salty|audit|admit|abbot|afoot,6,True,False,WIN
2026-03-29,709,chump,trace,trace|comfy|chump,3,True,False,WIN
2026-03-30,2824,comet,trace,trace|covet|comet,3,True,False,WIN
2026-03-31,1235,swamp,trace,trace|slang|shady|swamp,4,True,False,WIN
2026-04-01,1981,fizzy,trace,trace|soupy|windy|milky|jiffy|fizzy,6,True,False,WIN
2026-04-02,1425,sober,trace,trace|sober,2,True,False,WIN
2026-04-03,603,singe,trace,trace|poise|sidle|singe,4,True,False,WIN
2026-04-04,3978,sandy,trace,trace|sandy,2,True,False,WIN
2026-04-05,1326,envoy,trace,trace|honey|envoy,3,True,False,WIN
2026-04-06,950,sworn,trace,trace|surly|shirk|sworn,4,True,False,WIN
2026-04-07,1200,dense,trace,trace|noise|dense,3,True,False,WIN
2026-04-08,2217,inlet,trace,trace|feint|inlet,3,True,False,WIN
2026-04-09,656,laden,trace,trace|panel|laden,3,True,False,WIN
2026-04-10,2728,carom,trace,trace|cargo|carom,3,True,False,WIN
2026-04-11,1512,prude,trace,trace|prone|pride|prude,4,True,False,WIN
2026-04-12,884,alley,trace,trace|panel|alley,3,True,False,WIN
2026-04-13,1740,elfin,trace,trace|honey|begin|skein|elfin,5,True,False,WIN
2026-04-14,714,cycle,trace,trace|close|cycle,3,True,False,WIN
2026-04-15,834,begun,trace,trace|honey|begin|begun,4,True,False,WIN
2026-04-16,2363,cubit,trace,trace|clout|cubit,3,True,False,WIN
2026-04-17,1986,belle,trace,trace|noise|budge|belle,4,True,False,WIN
2026-04-18,2385,toady,trace,trace|thank|toast|toady,4,True,False,WIN
2026-04-19,4230,stand,trace,trace|slant|stand,3,True,False,WIN
2026-04-20,4545,weave,trace,trace|shave|leave|weave,4,True,False,WIN
2026-04-21,2234,clump,trace,trace|comfy|climb|clump,4,True,False,WIN
2026-04-22,2226,snore,trace,trace|horse|snore,3,True,False,WIN
2026-04-23,1275,tweet,trace,trace|tuned|towel|tweet,4,True,False,WIN
2026-04-24,1064,drunk,trace,trace|broil|gruff|drunk,4,True,False,WIN
2026-04-25,1907,women,trace,trace|honey|woven|women,4,True,False,WIN
2026-04-26,1961,gloss,trace,trace|silky|flush|gloss,4,True,False,WIN
2026-04-27,595,eerie,trace,trace|horse|purge|nerve|eerie,5,True,False,WIN
2026-04-28,1239,quack,trace,trace|slack|quack,3,True,False,WIN
2026-04-29,2286,rural,trace,trace|hardy|mural|aural|rural,5,True,False,WIN
2026-04-30,667,crock,trace,trace|brick|crock,3,True,False,WIN
2026-05-01,544,plume,trace,trace|noise|fudge|plume,4,True,False,WIN
2026-05-02,2672,bring,trace,trace|broil|brink|bring,4,True,False,WIN
2026-05-03,1551,puffy,trace,trace|silky|bumpy|puffy,4,True,False,WIN
2026-05-04,2270,riser,trace,trace|sober|wiser|riser,4,True,False,WIN
2026-05-05,1414,latch,trace,trace|batch|watch|match|latch,5,True,False,WIN
2026-05-06,1960,liken,trace,trace|honey|widen|given|liken,5,True,False,WIN
2026-05-07,751,budge,trace,trace|poise|nudge|judge|budge,5,True,False,WIN
2026-05-08,1941,umbra,trace,trace|baron|libra|rumba|umbra,5,True,False,WIN
2026-05-09,1947,satin,trace,trace|salty|satin,3,True,False,WIN
2026-05-10,1949,parka,trace,trace|baron|marsh|parka,4,True,False,WIN
2026-05-11,2181,newly,trace,trace|honey|newsy|newly,4,True,False,WIN
2026-05-12,2805,clock,trace,trace|pinch|block|flock|clock,5,True,False,WIN
2026-05-13,754,dowdy,trace,trace|bingo|smoky|oddly|dowdy,5,True,False,WIN
2026-05-14,1845,waver,trace,trace|pager|saver|waver,4,True,False,WIN
2026-05-15,885,creed,trace,trace|cried|creed,3,True,False,WIN
2026-05-16,1423,mover,trace,trace|sober|power|hover|mover,5,True,False,WIN
2026-05-17,1177,bylaw,trace,trace|sandy|bylaw,3,True,False,WIN
2026-05-18,670,loath,trace,trace|slant|loath,3,True,False,WIN
2026-05-19,1448,dusty,trace,trace|softy|dusty,3,True,False,WIN
2026-05-20,851,wreck,trace,trace|wreck,2,True,False,WIN
2026-05-21,2441,agree,trace,trace|parse|agree,3,True,False,WIN
2026-05-22,871,vocal,trace,trace|cabin|vocal,3,True,False,WIN
2026-05-23,1157,chuck,trace,trace|pinch|shock|chuck,4,True,False,WIN
2026-05-24,614,niece,trace,trace|since|niece,3,True,False,WIN
2026-05-25,663,visit,trace,trace|softy|midst|visit,4,True,False,WIN
2026-05-26,638,couch,trace,trace|pinch|vouch|couch,4,True,False,WIN
2026-05-27,2170,stuff,trace,trace|silty|shout|stump|stung|stuff,6,True,False,WIN
2026-05-28,2389,divot,trace,trace|sight|pilot|divot,4,True,False,WIN
2026-05-29,2164,clang,trace,trace|chalk|clamp|class|clang,5,True,False,WIN
2026-05-30,4134,smile,trace,trace|poise|shine|slime|smile,5,True,False,WIN
2026-05-31,1976,etude,trace,trace|suite|etude,3,True,False,WIN
2026-06-01,1559,chili,trace,trace|comfy|chips|child|chill|chili,6,True,False,WIN
2026-06-02,1635,basis,trace,trace|banal|bawdy|basis,4,True,False,WIN
2026-06-03,1109,notch,trace,trace|pitch|botch|notch,4,True,False,WIN
2026-06-04,2015,alloy,trace,trace|sandy|amply|alloy,4,True,False,WIN
2026-06-05,1353,nobly,trace,trace|lions|novel|nobly,4,True,False,WIN
2026-06-06,1616,morph,trace,trace|surly|morph,3,True,False,WIN
